process,symbol,immune_set,set_size,immune_system,immune_subsystem,cells,btm,group,subgroup
enriched in B cells (III) (M47.2),LOC100130100,BTM and ImmuneGO,37,Adaptive,Humoral,B cell,M47.2,B CELLS,B CELLS
enriched in B cells (III) (M47.2),IGLV1-44,BTM and ImmuneGO,37,Adaptive,Humoral,B cell,M47.2,B CELLS,B CELLS
enriched in B cells (III) (M47.2),FAM30A,BTM and ImmuneGO,37,Adaptive,Humoral,B cell,M47.2,B CELLS,B CELLS
enriched in B cells (III) (M47.2),IGL@,BTM and ImmuneGO,37,Adaptive,Humoral,B cell,M47.2,B CELLS,B CELLS
enriched in B cells (III) (M47.2),HLA-DOA,BTM and ImmuneGO,37,Adaptive,Humoral,B cell,M47.2,B CELLS,B CELLS
enriched in B cells (III) (M47.2),HLA-DQA1,BTM and ImmuneGO,37,Adaptive,Humoral,B cell,M47.2,B CELLS,B CELLS
enriched in B cells (III) (M47.2),BTK,BTM and ImmuneGO,37,Adaptive,Humoral,B cell,M47.2,B CELLS,B CELLS
enriched in B cells (III) (M47.2),DENND5B,BTM and ImmuneGO,37,Adaptive,Humoral,B cell,M47.2,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),FAIM3,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),LOC284749,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),CPNE5,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),TPD52,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),CIITA,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),IGHA1,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),TLR10,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),IGHG1,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),CELSR1,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),FAM30A,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),CDK14,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),PAWR,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),CD180,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),MEF2C,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),BTK,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (IV) (M47.3),HLA-DOA,BTM and ImmuneGO,16,Adaptive,Humoral,B cell,M47.3,B CELLS,B CELLS
enriched in B cells (V) (M47.4),GPR18,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),FAIM3,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),FCRL3,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),FCGR2B,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),LY9,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),CELSR1,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),CD37,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),TLR10,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),CD69,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),CD180,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
enriched in B cells (V) (M47.4),FCRL5,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M47.4,B CELLS,B CELLS
BCR signaling (M54),INPP5D,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),SYK,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),PIK3CD,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),VAV1,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),PLCG2,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),PIK3R5,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),PIK3R3,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),RAC2,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),LYN,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),PTPN6,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),BTK,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
BCR signaling (M54),BLNK,BTM and ImmuneGO,12,Adaptive,Humoral,B cell,M54,B CELLS,B CELLS
B cell development/activation (M58),TCF4,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),JAM3,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),NEDD4,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),GAB2,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),PIK3CD,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),SPIB,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),BCL2,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),LYN,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),DUSP6,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),BTK,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
B cell development/activation (M58),BLNK,BTM and ImmuneGO,11,Adaptive,Humoral,B cell,M58,B CELLS,B CELLS
enriched in B cells (VI) (M69),CR2,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),PCDH9,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),TSPAN13,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),HLA-DOB,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),CD72,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),PTPRK,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),CD22,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),P2RX5,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),BTLA,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),MS4A1,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),PPAPDC1B,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),CXCR5,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),ABCB4,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),CD200,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),FCRL1,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),FCRL2,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),CD79A,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),CD79B,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),ADAM28,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in B cells (VI) (M69),CD19,BTM and ImmuneGO,20,Adaptive,Humoral,B cell,M69,B CELLS,B CELLS
enriched in naive and memory B cells (M83),NR3C2,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in naive and memory B cells (M83),PCDH9,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in naive and memory B cells (M83),NRXN3,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in naive and memory B cells (M83),PKIG,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in naive and memory B cells (M83),FCGR2B,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in naive and memory B cells (M83),CD37,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in naive and memory B cells (M83),MEF2C,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in naive and memory B cells (M83),BANK1,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in naive and memory B cells (M83),MS4A1,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in naive and memory B cells (M83),LY86,BTM and ImmuneGO,10,Adaptive,Humoral,B cell,M83,B CELLS,B CELLS
enriched in B cell differentiation (M123),ICOSLG,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),HBEGF,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),LOC144481,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),NR4A1,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),GAB1,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),DLL1,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),LOC100288911,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),NR4A3,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),EBF1,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),FAM150B,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),BCL11B,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),VPREB1,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
enriched in B cell differentiation (M123),VPREB3,BTM and ImmuneGO,13,Adaptive,Humoral,B cell,M123,B CELLS,PLASMA CELLS
"plasma cells & B cells, immunoglobulins (M156.0)",CD52,BTM and ImmuneGO,43,Adaptive,Humoral,"B cell, Plasma cell",M156.0,B CELLS,PLASMA CELLS
"plasma cells & B cells, immunoglobulins (M156.0)",IGKV4-1,BTM and ImmuneGO,43,Adaptive,Humoral,"B cell, Plasma cell",M156.0,B CELLS,PLASMA CELLS
