process,symbol,immune_set,set_size,immune_system,immune_subsystem,cells,btm,group,subgroup
DC surface signature (S5),JAG1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),SUCNR1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),TMEM51,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),TGFA,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),SLC38A6,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),ITPRIPL2,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),CALCRL,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),CLDN23,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),ATP1B2,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),GRINA,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),FPR3,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),RAMP1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),ATP1B1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),TREM2,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),SRD5A3,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),SLC41A2,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),FAM70A,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),LAMP2,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),ABCC3,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),DENND1B,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),P2RY6,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),NRP1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),NRP2,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),CXCL16,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),PRRG4,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),CRIM1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),GPR157,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),OLR1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),CD274,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),SDC2,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),SLCO2B1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),SLC7A11,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),ADAM9,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),ABCA6,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),MSR1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),ACE,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),AGPAT3,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),SLAMF8,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),SLC1A3,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),HLA-DQA1,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
DC surface signature (S5),TNFRSF11A,BTM and ImmuneGO,82,Innate,Cells,DCs,S5,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
innate antiviral response (M150),TAP1,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),IRF7,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),PLSCR1,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),EIF2AK2,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),APOBEC3A,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),OASL,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),RXRA,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),OAS1,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),OAS3,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),RSAD2,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),IFIT1,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
innate antiviral response (M150),SP100,BTM and ImmuneGO,12,Innate,General,Generic,M150,INNATE RESPONSE,INTERFERON/ANTIVIRAL SENSING
inflammatory response (M33),TBC1D8,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),TNFSF13,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),FCER1G,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),STAB1,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),TYROBP,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),GPX1,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),CARD9,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),ARRB2,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),TLR4,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),APOB48R,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammatory response (M33),AIF1,BTM and ImmuneGO,11,Innate,Inflammation,Inflammation,M33,INNATE RESPONSE,INFLAMMATORY/TLR/CHEMOKINES
inflammasome receptors and signaling (M53),NLRP3,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),NFKBIA,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),BIRC3,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),BIRC2,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),TNFAIP3,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),RXRA,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),CARD9,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),RIPK2,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),TLR4,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),NOD2,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),NLRC4,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
inflammasome receptors and signaling (M53),PAK1,BTM and ImmuneGO,12,Innate,Inflammation,Inflammation,M53,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",ADORA2A /// CYTSA,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",STAT4,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",CCL4,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",TNFAIP6,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",IFNG,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",CD80,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",GCH1,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",SERPINB9,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",TNF,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",HS3ST3B1,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",CCL20,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",IL1B,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
"proinflammatory dendritic cell, myeloid cell response (M86.1)",PDE4B,BTM and ImmuneGO,13,Innate,Inflammation,"DCs, Myeloid",M86.1,INNATE RESPONSE,DC ACTIVATION
antiviral IFN signature (M75),IFIH1,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),ELANE,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),SERPING1,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),IL1B,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),RSAD2,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),IFIT1,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),RARA,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),DDX58,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),FCER1A,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),DHX58,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),PTX3,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),CARD9,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),OAS1,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),OAS3,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),PML,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),ANXA3,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),HERC5,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),DDX60,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),CXCL10,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),IRF7,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),C1QB,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
antiviral IFN signature (M75),BCL3,BTM and ImmuneGO,22,Innate,Signaling,Interferon,M75,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),TAP1,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),IFIH1,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),IRF7,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),PARP9,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),STAT1,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),PLSCR1,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),IFITM1,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),HERC5,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),DDX60,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),USP18,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),RSAD2,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),IFIT1,BTM and ImmuneGO,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),LHCGR,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),COL8A1,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IMPG2,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),ITGB4,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),MMP12,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),TNR,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA7,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA4,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),SFN,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),LAMC2,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),ST14,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),ADAMTS20,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),FGF5,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA10,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA16,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA14,BTM and ImmuneGO,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),LHCGR,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),FAM123A,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA8,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA2,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA7,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA5,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA4,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA21,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),PRL,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),ADAMTS20,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA10,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA16,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA14,BTM and ImmuneGO,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
enriched in monocytes (I) (M4.15),TNFSF13,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),MYCL1,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),EPB41L3,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),DPYSL2,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),RTN1,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),SLC31A2,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),FES,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),LGALS3,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),HCK,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),APLP2,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),LGALS1,BTM and ImmuneGO,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FXYD6,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KCNE3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FAM198B,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HSPA6,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LAT2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD33,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TIMP2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD36,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TNFSF12-TNFSF13,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),C5AR1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MARCH1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCGR1B,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCGR1A,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SLC15A3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),S100A11,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
